batting_team,bowling_team,venue,batsman,bowler,over,ball,current_score,wickets,runs_last_5_overs,wickets_last_5_overs,final_score
Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,Dewald Brevis,Mitchell Starc,16,1,113,6,28,0,141
Kolkata Knight Riders,Chennai Super Kings,PCA Stadium Mohali,Rinku Singh,Deepak Chahar,12,4,126,7,46,1,228
Delhi Capitals,Royal Challengers Bangalore,Rajiv Gandhi Intl. Cricket Stadium,Tristan Stubbs,Yash Dayal,8,5,67,1,32,2,164
Mumbai Indians,Royal Challengers Bangalore,Ekana Cricket Stadium,Tilak Varma,Yash Dayal,11,4,92,3,54,3,187
Delhi Capitals,Lucknow Super Giants,Wankhede Stadium,Yash Dhull,Ravi Bishnoi,10,2,86,2,46,1,187
Gujarat Titans,Royal Challengers Bangalore,MA Chidambaram Stadium,Kane Williamson,Alzarri Joseph,10,2,99,7,51,1,201
Rajasthan Royals,Lucknow Super Giants,M. Chinnaswamy Stadium,Riyan Parag,Mayank Yadav,3,6,38,0,66,1,276
Punjab Kings,Royal Challengers Bangalore,MA Chidambaram Stadium,Jitesh Sharma,Vyshak Vijaykumar,12,2,103,9,64,0,180
Punjab Kings,Rajasthan Royals,MA Chidambaram Stadium,Prabhsimran Singh,Trent Boult,18,1,117,7,47,1,118
Lucknow Super Giants,Chennai Super Kings,Eden Gardens,Devdutt Padikkal,Ravindra Jadeja,9,4,57,0,26,1,154
Mumbai Indians,Kolkata Knight Riders,Ekana Cricket Stadium,Suryakumar Yadav,Mujeeb Ur Rahman,3,1,17,1,45,1,147
Lucknow Super Giants,Royal Challengers Bangalore,Wankhede Stadium,Krunal Pandya,Lockie Ferguson,8,2,64,2,32,0,175
Sunrisers Hyderabad,Gujarat Titans,Wankhede Stadium,Mayank Agarwal,Rashid Khan,9,5,80,4,46,1,151
Mumbai Indians,Kolkata Knight Riders,Sawai Mansingh Stadium,Tilak Varma,Chetan Sakariya,12,1,122,2,45,0,201
Mumbai Indians,Delhi Capitals,Eden Gardens,Romario Shepherd,Kuldeep Yadav,6,4,33,2,19,1,105
Royal Challengers Bangalore,Delhi Capitals,Rajiv Gandhi Intl. Cricket Stadium,Anuj Rawat,Axar Patel,7,1,32,2,45,1,85
Royal Challengers Bangalore,Lucknow Super Giants,Eden Gardens,Cameron Green,Ravi Bishnoi,7,6,59,2,39,1,168
Sunrisers Hyderabad,Rajasthan Royals,Eden Gardens,Mayank Agarwal,Yuzvendra Chahal,1,3,6,0,29,1,133
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,Venkatesh Iyer,Marco Jansen,15,4,117,4,27,1,151
Chennai Super Kings,Mumbai Indians,MA Chidambaram Stadium,Devon Conway,Nuwan Thushara,11,3,84,4,45,1,150
Punjab Kings,Rajasthan Royals,Sawai Mansingh Stadium,Liam Livingstone,R Ashwin,3,5,14,0,43,1,85
Sunrisers Hyderabad,Chennai Super Kings,PCA Stadium Mohali,Glenn Phillips,Mukesh Choudhary,11,5,62,8,35,0,107
Delhi Capitals,Royal Challengers Bangalore,PCA Stadium Mohali,David Warner,Vyshak Vijaykumar,20,4,162,7,50,2,163
Rajasthan Royals,Punjab Kings,MA Chidambaram Stadium,Sanju Samson,Arshdeep Singh,12,1,94,2,51,1,146
Chennai Super Kings,Lucknow Super Giants,Arun Jaitley Stadium,Moeen Ali,Yash Thakur,9,4,87,2,51,0,207
Royal Challengers Bangalore,Mumbai Indians,HPCA Stadium Dharamsala,Faf du Plessis,Gerald Coetzee,11,3,89,6,13,1,172
Delhi Capitals,Mumbai Indians,Sawai Mansingh Stadium,Rishabh Pant,Gerald Coetzee,2,4,8,1,56,1,51
Sunrisers Hyderabad,Punjab Kings,PCA Stadium Mohali,Abhishek Sharma,Rahul Chahar,14,6,124,4,55,2,173
Kolkata Knight Riders,Rajasthan Royals,PCA Stadium Mohali,Nitish Rana,Kuldeep Sen,6,3,52,1,51,0,178
Mumbai Indians,Lucknow Super Giants,Ekana Cricket Stadium,Rohit Sharma,Yash Thakur,11,2,88,2,75,1,137
Rajasthan Royals,Chennai Super Kings,Narendra Modi Stadium,Shimron Hetmyer,Maheesh Theekshana,18,3,134,10,23,0,135
Lucknow Super Giants,Royal Challengers Bangalore,M. Chinnaswamy Stadium,Ayush Badoni,Akash Deep,15,3,155,5,40,3,201
Punjab Kings,Lucknow Super Giants,HPCA Stadium Dharamsala,Jitesh Sharma,Yash Thakur,8,4,50,2,31,0,135
Delhi Capitals,Punjab Kings,M. Chinnaswamy Stadium,Harry Brook,Arshdeep Singh,11,1,93,1,28,2,195
Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,Phil Salt,Ravindra Jadeja,18,6,126,5,48,2,132
Kolkata Knight Riders,Royal Challengers Bangalore,Rajiv Gandhi Intl. Cricket Stadium,Venkatesh Iyer,Alzarri Joseph,6,1,40,1,34,0,147
Lucknow Super Giants,Mumbai Indians,Sawai Mansingh Stadium,Krunal Pandya,Piyush Chawla,20,1,122,3,8,3,131
Gujarat Titans,Lucknow Super Giants,Rajiv Gandhi Intl. Cricket Stadium,Shahrukh Khan,Mayank Yadav,12,2,100,8,60,0,185
Punjab Kings,Sunrisers Hyderabad,Sawai Mansingh Stadium,Shikhar Dhawan,T Natarajan,10,6,103,4,59,0,206
Royal Challengers Bangalore,Punjab Kings,Arun Jaitley Stadium,Faf du Plessis,Harshal Patel,20,5,148,5,41,0,151
Royal Challengers Bangalore,Punjab Kings,Arun Jaitley Stadium,Mahipal Lomror,Kagiso Rabada,7,4,63,3,41,1,171
Chennai Super Kings,Rajasthan Royals,Eden Gardens,Devon Conway,Nandre Burger,5,4,65,2,43,0,265
Rajasthan Royals,Chennai Super Kings,Arun Jaitley Stadium,Shimron Hetmyer,Ravindra Jadeja,19,3,135,10,51,0,136
Rajasthan Royals,Lucknow Super Giants,Arun Jaitley Stadium,Shubham Dubey,Mohsin Khan,14,5,129,8,48,1,175
Kolkata Knight Riders,Gujarat Titans,MA Chidambaram Stadium,Manish Pandey,Darshan Nalkande,12,6,108,2,35,1,181
Sunrisers Hyderabad,Rajasthan Royals,M. Chinnaswamy Stadium,Aiden Markram,Nandre Burger,11,2,99,6,54,1,182
Delhi Capitals,Chennai Super Kings,Narendra Modi Stadium,Rishabh Pant,Mustafizur Rahman,1,1,0,1,52,1,1
Sunrisers Hyderabad,Mumbai Indians,Arun Jaitley Stadium,Nitish Kumar Reddy,Gerald Coetzee,17,5,155,5,44,1,187
Rajasthan Royals,Lucknow Super Giants,Sawai Mansingh Stadium,Shimron Hetmyer,Naveen-ul-Haq,11,5,105,5,49,0,206
Lucknow Super Giants,Royal Challengers Bangalore,M. Chinnaswamy Stadium,Krunal Pandya,Akash Deep,4,6,41,2,31,1,206
Kolkata Knight Riders,Lucknow Super Giants,Arun Jaitley Stadium,Andre Russell,Shamar Joseph,15,3,148,9,55,0,217
Sunrisers Hyderabad,Kolkata Knight Riders,MA Chidambaram Stadium,Glenn Phillips,Mujeeb Ur Rahman,14,1,98,5,23,3,137
Rajasthan Royals,Chennai Super Kings,MA Chidambaram Stadium,Dhruv Jurel,Deepak Chahar,17,6,149,5,53,0,158
Delhi Capitals,Lucknow Super Giants,Wankhede Stadium,Harry Brook,Amit Mishra,9,2,71,3,47,1,168
Kolkata Knight Riders,Gujarat Titans,Eden Gardens,Angkrish Raghuvanshi,Darshan Nalkande,16,2,143,7,64,0,180
Punjab Kings,Lucknow Super Giants,Narendra Modi Stadium,Sam Curran,Shamar Joseph,8,4,46,3,21,1,138
Punjab Kings,Lucknow Super Giants,Ekana Cricket Stadium,Liam Livingstone,Ravi Bishnoi,9,2,83,1,35,0,187
Gujarat Titans,Lucknow Super Giants,Eden Gardens,Kane Williamson,Mohsin Khan,5,6,55,1,59,1,228
Sunrisers Hyderabad,Kolkata Knight Riders,HPCA Stadium Dharamsala,Rahul Tripathi,Varun Chakaravarthy,13,2,117,5,46,1,211
Lucknow Super Giants,Mumbai Indians,Wankhede Stadium,Devdutt Padikkal,Nuwan Thushara,6,1,57,2,58,1,194
Delhi Capitals,Chennai Super Kings,Narendra Modi Stadium,Abishek Porel,Maheesh Theekshana,5,4,56,4,61,4,186
Kolkata Knight Riders,Royal Challengers Bangalore,Eden Gardens,Shreyas Iyer,Alzarri Joseph,4,5,28,1,40,1,136
Rajasthan Royals,Royal Challengers Bangalore,Wankhede Stadium,Shubham Dubey,Alzarri Joseph,18,4,190,7,64,0,227
Kolkata Knight Riders,Mumbai Indians,HPCA Stadium Dharamsala,Nitish Rana,Nuwan Thushara,17,4,119,10,26,0,162
Royal Challengers Bangalore,Lucknow Super Giants,Ekana Cricket Stadium,Glenn Maxwell,Ravi Bishnoi,11,4,78,7,13,2,119
Sunrisers Hyderabad,Lucknow Super Giants,M. Chinnaswamy Stadium,Abhishek Sharma,Ravi Bishnoi,6,5,36,1,44,0,124
Mumbai Indians,Kolkata Knight Riders,Sawai Mansingh Stadium,Dewald Brevis,Varun Chakaravarthy,18,5,139,7,46,0,140
Mumbai Indians,Sunrisers Hyderabad,Narendra Modi Stadium,Tim David,Umran Malik,6,2,61,0,64,1,192
Punjab Kings,Delhi Capitals,HPCA Stadium Dharamsala,Jitesh Sharma,Anrich Nortje,8,5,59,0,40,0,148
Gujarat Titans,Royal Challengers Bangalore,HPCA Stadium Dharamsala,Wriddhiman Saha,Alzarri Joseph,6,3,45,2,43,0,145
Kolkata Knight Riders,Mumbai Indians,MA Chidambaram Stadium,Venkatesh Iyer,Dilshan Madushanka,9,1,91,1,56,0,190
Mumbai Indians,Gujarat Titans,Arun Jaitley Stadium,Romario Shepherd,Umesh Yadav,11,2,110,0,50,0,196
Lucknow Super Giants,Mumbai Indians,Sawai Mansingh Stadium,Deepak Hooda,Piyush Chawla,18,5,156,8,38,2,183
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,Venkatesh Iyer,Navdeep Saini,18,6,167,7,52,1,168
Royal Challengers Bangalore,Punjab Kings,HPCA Stadium Dharamsala,Cameron Green,Kagiso Rabada,5,2,31,1,13,2,145
Punjab Kings,Kolkata Knight Riders,Sawai Mansingh Stadium,Liam Livingstone,Sunil Narine,10,4,89,3,61,1,188
Delhi Capitals,Lucknow Super Giants,MA Chidambaram Stadium,Tristan Stubbs,Amit Mishra,20,1,183,1,40,2,184
Delhi Capitals,Royal Challengers Bangalore,MA Chidambaram Stadium,David Warner,Mohammed Siraj,14,6,123,5,30,3,146
Royal Challengers Bangalore,Kolkata Knight Riders,M. Chinnaswamy Stadium,Virat Kohli,Chetan Sakariya,20,6,158,4,30,0,185
Royal Challengers Bangalore,Gujarat Titans,Wankhede Stadium,Faf du Plessis,Spencer Johnson,3,5,40,2,32,1,258
Sunrisers Hyderabad,Royal Challengers Bangalore,M. Chinnaswamy Stadium,Glenn Phillips,Karn Sharma,2,2,0,1,50,0,1
Chennai Super Kings,Royal Challengers Bangalore,M. Chinnaswamy Stadium,Devon Conway,Vyshak Vijaykumar,16,6,139,4,28,1,157
Kolkata Knight Riders,Punjab Kings,Eden Gardens,Manish Pandey,Kagiso Rabada,6,1,42,0,62,0,145
Delhi Capitals,Mumbai Indians,Wankhede Stadium,Rishabh Pant,Gerald Coetzee,9,6,85,3,62,0,205
Lucknow Super Giants,Royal Challengers Bangalore,Eden Gardens,Ayush Badoni,Karn Sharma,3,1,14,1,46,0,83
Delhi Capitals,Gujarat Titans,Barsapara Stadium Guwahati,Prithvi Shaw,Darshan Nalkande,6,1,40,2,32,0,130
Punjab Kings,Delhi Capitals,HPCA Stadium Dharamsala,Liam Livingstone,Khaleel Ahmed,2,2,0,0,45,2,2
Mumbai Indians,Rajasthan Royals,PCA Stadium Mohali,Suryakumar Yadav,Avesh Khan,3,1,26,1,52,0,214
Delhi Capitals,Chennai Super Kings,Narendra Modi Stadium,Tristan Stubbs,Mukesh Choudhary,1,4,19,0,64,3,290
Lucknow Super Giants,Delhi Capitals,Barsapara Stadium Guwahati,Kyle Mayers,Lalit Yadav,18,1,156,7,46,3,176
Delhi Capitals,Sunrisers Hyderabad,PCA Stadium Mohali,Rishabh Pant,Bhuvneshwar Kumar,15,3,128,3,50,1,171
Gujarat Titans,Royal Challengers Bangalore,M. Chinnaswamy Stadium,Vijay Shankar,Lockie Ferguson,11,2,85,4,46,1,147
Gujarat Titans,Delhi Capitals,Barsapara Stadium Guwahati,Rahul Tewatia,Axar Patel,10,4,86,2,39,2,159
Kolkata Knight Riders,Rajasthan Royals,Ekana Cricket Stadium,Andre Russell,Sandeep Sharma,15,6,150,6,27,1,215
Gujarat Titans,Chennai Super Kings,Ekana Cricket Stadium,Abhinav Manohar,Mukesh Choudhary,11,6,99,4,47,1,183
Punjab Kings,Gujarat Titans,Sawai Mansingh Stadium,Ashutosh Sharma,Rashid Khan,15,2,123,4,38,0,185
Punjab Kings,Mumbai Indians,PCA Stadium Mohali,Sam Curran,Dilshan Madushanka,11,4,92,5,39,0,183
Royal Challengers Bangalore,Chennai Super Kings,Wankhede Stadium,Glenn Maxwell,Deepak Chahar,15,2,99,8,41,1,157
Chennai Super Kings,Royal Challengers Bangalore,Eden Gardens,Shivam Dube,Akash Deep,20,4,142,9,46,1,143
Sunrisers Hyderabad,Lucknow Super Giants,Barsapara Stadium Guwahati,Nitish Kumar Reddy,Ravi Bishnoi,8,2,71,2,39,1,153
Lucknow Super Giants,Mumbai Indians,HPCA Stadium Dharamsala,Deepak Hooda,Jasprit Bumrah,11,5,101,5,35,2,183
Lucknow Super Giants,Mumbai Indians,Narendra Modi Stadium,Marcus Stoinis,Luke Wood,20,4,185,5,65,4,192
Punjab Kings,Rajasthan Royals,Narendra Modi Stadium,Jitesh Sharma,Yuzvendra Chahal,10,5,83,4,51,3,185
Sunrisers Hyderabad,Mumbai Indians,MA Chidambaram Stadium,Travis Head,Gerald Coetzee,15,4,161,5,43,1,249
Lucknow Super Giants,Royal Challengers Bangalore,Arun Jaitley Stadium,Deepak Hooda,Karn Sharma,3,5,0,4,42,2,3
Punjab Kings,Mumbai Indians,M. Chinnaswamy Stadium,Sam Curran,Jasprit Bumrah,6,6,37,5,40,0,118
Gujarat Titans,Rajasthan Royals,Sawai Mansingh Stadium,Rahul Tewatia,Nandre Burger,20,3,155,7,25,1,177
Rajasthan Royals,Delhi Capitals,MA Chidambaram Stadium,Sanju Samson,Jhye Richardson,11,6,98,5,31,1,157
Chennai Super Kings,Rajasthan Royals,Sawai Mansingh Stadium,Sameer Rizvi,Navdeep Saini,13,6,119,0,41,0,195
Kolkata Knight Riders,Rajasthan Royals,Arun Jaitley Stadium,Venkatesh Iyer,Sandeep Sharma,5,1,37,1,58,1,150
Gujarat Titans,Rajasthan Royals,MA Chidambaram Stadium,David Miller,Navdeep Saini,19,1,132,7,22,1,133
Royal Challengers Bangalore,Lucknow Super Giants,Eden Gardens,Faf du Plessis,Yash Thakur,6,6,55,0,67,1,184
Mumbai Indians,Lucknow Super Giants,Rajiv Gandhi Intl. Cricket Stadium,Suryakumar Yadav,Naveen-ul-Haq,8,6,67,4,40,1,195
Rajasthan Royals,Sunrisers Hyderabad,HPCA Stadium Dharamsala,Rovman Powell,Marco Jansen,4,1,12,2,56,1,69
Chennai Super Kings,Sunrisers Hyderabad,Narendra Modi Stadium,Devon Conway,Marco Jansen,6,4,33,0,29,2,103
Royal Challengers Bangalore,Delhi Capitals,Barsapara Stadium Guwahati,Faf du Plessis,Jhye Richardson,18,1,122,7,14,0,149
Kolkata Knight Riders,Delhi Capitals,Ekana Cricket Stadium,Venkatesh Iyer,Anrich Nortje,18,1,161,4,48,1,162
Chennai Super Kings,Lucknow Super Giants,M. Chinnaswamy Stadium,Devon Conway,Shamar Joseph,6,3,35,4,37,1,143
Sunrisers Hyderabad,Punjab Kings,Eden Gardens,Aiden Markram,Harshal Patel,14,2,117,5,38,2,162
Punjab Kings,Chennai Super Kings,HPCA Stadium Dharamsala,Sam Curran,Tushar Deshpande,1,5,7,0,50,3,155
Kolkata Knight Riders,Chennai Super Kings,PCA Stadium Mohali,Venkatesh Iyer,Matheesha Pathirana,2,1,13,0,55,1,112
Mumbai Indians,Kolkata Knight Riders,Ekana Cricket Stadium,Ishan Kishan,Vaibhav Arora,2,1,7,1,55,0,59
Sunrisers Hyderabad,Mumbai Indians,MA Chidambaram Stadium,Heinrich Klaasen,Dilshan Madushanka,15,6,147,8,41,2,188
Royal Challengers Bangalore,Mumbai Indians,M. Chinnaswamy Stadium,Faf du Plessis,Dilshan Madushanka,16,3,161,0,39,0,205
Punjab Kings,Royal Challengers Bangalore,Eden Gardens,Sam Curran,Vyshak Vijaykumar,14,1,120,4,59,1,173
Delhi Capitals,Punjab Kings,Narendra Modi Stadium,David Warner,Kagiso Rabada,20,6,161,7,49,1,171
Gujarat Titans,Royal Challengers Bangalore,MA Chidambaram Stadium,Kane Williamson,Akash Deep,5,4,56,2,51,2,230
Rajasthan Royals,Sunrisers Hyderabad,Barsapara Stadium Guwahati,Rovman Powell,Mayank Markande,8,6,59,2,23,1,167
Punjab Kings,Royal Challengers Bangalore,Sawai Mansingh Stadium,Jonny Bairstow,Vyshak Vijaykumar,15,6,108,5,69,3,149
Chennai Super Kings,Gujarat Titans,Eden Gardens,Daryl Mitchell,Rashid Khan,8,4,64,6,44,0,158
Delhi Capitals,Mumbai Indians,HPCA Stadium Dharamsala,Jake Fraser-McGurk,Luke Wood,4,5,23,2,55,2,106
Delhi Capitals,Chennai Super Kings,M. Chinnaswamy Stadium,David Warner,Deepak Chahar,1,4,0,0,41,0,1
Kolkata Knight Riders,Chennai Super Kings,Narendra Modi Stadium,Angkrish Raghuvanshi,Shardul Thakur,20,6,172,10,60,0,173
Mumbai Indians,Sunrisers Hyderabad,Narendra Modi Stadium,Ishan Kishan,Mayank Markande,10,6,69,1,38,0,122
Lucknow Super Giants,Kolkata Knight Riders,Barsapara Stadium Guwahati,KL Rahul,Mujeeb Ur Rahman,1,4,3,0,26,1,56
Gujarat Titans,Delhi Capitals,M. Chinnaswamy Stadium,Shahrukh Khan,Axar Patel,19,4,150,7,28,3,151
Delhi Capitals,Lucknow Super Giants,Barsapara Stadium Guwahati,Prithvi Shaw,Ravi Bishnoi,3,1,0,3,46,0,1
Delhi Capitals,Punjab Kings,Arun Jaitley Stadium,Jake Fraser-McGurk,Rahul Chahar,9,4,82,5,34,0,178
Lucknow Super Giants,Punjab Kings,Sawai Mansingh Stadium,Ayush Badoni,Nathan Ellis,16,2,134,3,61,0,165
Royal Challengers Bangalore,Kolkata Knight Riders,Sawai Mansingh Stadium,Dinesh Karthik,Chetan Sakariya,7,5,63,4,54,1,185
Kolkata Knight Riders,Sunrisers Hyderabad,Arun Jaitley Stadium,Venkatesh Iyer,Mayank Markande,9,5,66,1,22,1,161
Rajasthan Royals,Chennai Super Kings,Wankhede Stadium,Shubham Dubey,Ravindra Jadeja,4,6,41,0,48,0,203
Mumbai Indians,Punjab Kings,Barsapara Stadium Guwahati,Tilak Varma,Nathan Ellis,1,6,0,0,54,3,20
Royal Challengers Bangalore,Sunrisers Hyderabad,Sawai Mansingh Stadium,Will Jacks,Jaydev Unadkat,9,4,89,3,55,2,195
Gujarat Titans,Kolkata Knight Riders,Rajiv Gandhi Intl. Cricket Stadium,Abhinav Manohar,Sunil Narine,16,6,140,4,31,0,183
Mumbai Indians,Gujarat Titans,Wankhede Stadium,Romario Shepherd,Mohit Sharma,3,4,38,0,44,0,228
Sunrisers Hyderabad,Lucknow Super Giants,Narendra Modi Stadium,Abdul Samad,Matt Henry,11,4,92,7,38,1,157
Delhi Capitals,Chennai Super Kings,MA Chidambaram Stadium,Yash Dhull,Shardul Thakur,1,5,1,0,35,2,2
Royal Challengers Bangalore,Mumbai Indians,M. Chinnaswamy Stadium,Glenn Maxwell,Akash Madhwal,8,5,59,2,37,3,130
Punjab Kings,Rajasthan Royals,MA Chidambaram Stadium,Ashutosh Sharma,R Ashwin,7,6,78,1,66,1,215
Lucknow Super Giants,Punjab Kings,MA Chidambaram Stadium,Kyle Mayers,Kagiso Rabada,19,4,193,9,57,1,194
Lucknow Super Giants,Sunrisers Hyderabad,Arun Jaitley Stadium,Nicholas Pooran,Jaydev Unadkat,19,3,163,8,47,1,206
Royal Challengers Bangalore,Punjab Kings,Ekana Cricket Stadium,Anuj Rawat,Kagiso Rabada,1,5,9,0,51,2,177
Gujarat Titans,Punjab Kings,Sawai Mansingh Stadium,Vijay Shankar,Vidwath Kaverappa,8,5,85,2,56,2,254
Kolkata Knight Riders,Delhi Capitals,Arun Jaitley Stadium,Rinku Singh,Jhye Richardson,18,4,178,6,44,0,197
Delhi Capitals,Punjab Kings,M. Chinnaswamy Stadium,Tristan Stubbs,Vidwath Kaverappa,1,3,0,0,16,0,5
Gujarat Titans,Chennai Super Kings,Eden Gardens,Kane Williamson,Tushar Deshpande,12,4,104,6,59,0,165
Lucknow Super Giants,Mumbai Indians,Rajiv Gandhi Intl. Cricket Stadium,Devdutt Padikkal,Akash Madhwal,13,2,116,6,36,0,188
Gujarat Titans,Delhi Capitals,PCA Stadium Mohali,Kane Williamson,Ishant Sharma,19,5,142,8,54,1,165
Lucknow Super Giants,Sunrisers Hyderabad,Narendra Modi Stadium,Deepak Hooda,T Natarajan,13,4,125,5,54,1,179
Kolkata Knight Riders,Delhi Capitals,MA Chidambaram Stadium,Rinku Singh,Anrich Nortje,4,6,44,3,50,2,202
Kolkata Knight Riders,Punjab Kings,Rajiv Gandhi Intl. Cricket Stadium,Phil Salt,Harpreet Brar,8,2,68,2,56,1,179
Punjab Kings,Gujarat Titans,Wankhede Stadium,Liam Livingstone,Noor Ahmad,4,6,16,3,49,1,96
Chennai Super Kings,Royal Challengers Bangalore,Wankhede Stadium,Sameer Rizvi,Vyshak Vijaykumar,14,3,116,4,39,1,174
Royal Challengers Bangalore,Delhi Capitals,M. Chinnaswamy Stadium,Dinesh Karthik,Anrich Nortje,5,6,33,1,29,2,110
Punjab Kings,Lucknow Super Giants,Rajiv Gandhi Intl. Cricket Stadium,Shashank Singh,Amit Mishra,4,6,50,1,40,0,250
Mumbai Indians,Gujarat Titans,Ekana Cricket Stadium,Tilak Varma,Rashid Khan,19,5,134,6,47,0,135
Delhi Capitals,Gujarat Titans,HPCA Stadium Dharamsala,Harry Brook,Noor Ahmad,5,5,51,2,37,1,211
Kolkata Knight Riders,Lucknow Super Giants,Rajiv Gandhi Intl. Cricket Stadium,Manish Pandey,Shamar Joseph,11,2,94,3,27,3,179
Punjab Kings,Gujarat Titans,Ekana Cricket Stadium,Shashank Singh,R Sai Kishore,17,3,170,5,44,1,209
Punjab Kings,Gujarat Titans,Sawai Mansingh Stadium,Rilee Rossouw,Darshan Nalkande,4,1,18,0,72,1,90
Chennai Super Kings,Delhi Capitals,Narendra Modi Stadium,Devon Conway,Kuldeep Yadav,19,3,186,5,47,4,194
Lucknow Super Giants,Sunrisers Hyderabad,M. Chinnaswamy Stadium,Krunal Pandya,Jaydev Unadkat,18,3,164,10,46,0,167
Delhi Capitals,Punjab Kings,PCA Stadium Mohali,Abishek Porel,Kagiso Rabada,19,1,160,7,44,1,171
Royal Challengers Bangalore,Chennai Super Kings,Arun Jaitley Stadium,Rajat Patidar,Mustafizur Rahman,4,6,38,2,46,0,183
Delhi Capitals,Mumbai Indians,Rajiv Gandhi Intl. Cricket Stadium,Mitchell Marsh,Akash Madhwal,8,4,80,7,32,1,186
Chennai Super Kings,Lucknow Super Giants,Eden Gardens,Sameer Rizvi,Yash Thakur,9,5,61,3,40,0,131
Gujarat Titans,Rajasthan Royals,PCA Stadium Mohali,Rahul Tewatia,Trent Boult,8,3,75,3,67,2,165
Chennai Super Kings,Delhi Capitals,Wankhede Stadium,Shivam Dube,Lalit Yadav,14,4,107,5,62,2,147
Mumbai Indians,Gujarat Titans,MA Chidambaram Stadium,Suryakumar Yadav,Spencer Johnson,16,3,123,6,39,0,159
Sunrisers Hyderabad,Mumbai Indians,Eden Gardens,Abdul Samad,Akash Madhwal,19,5,189,10,42,0,228
Delhi Capitals,Rajasthan Royals,Barsapara Stadium Guwahati,Jake Fraser-McGurk,Avesh Khan,1,6,10,0,42,1,204
Sunrisers Hyderabad,Royal Challengers Bangalore,Eden Gardens,Nitish Kumar Reddy,Akash Deep,4,3,36,2,37,1,167
Chennai Super Kings,Rajasthan Royals,Wankhede Stadium,Daryl Mitchell,Sandeep Sharma,18,6,177,7,53,3,187
Delhi Capitals,Rajasthan Royals,Wankhede Stadium,Harry Brook,Navdeep Saini,12,2,87,3,39,0,147
Gujarat Titans,Delhi Capitals,Wankhede Stadium,Wriddhiman Saha,Jhye Richardson,11,2,63,4,35,1,109
Punjab Kings,Kolkata Knight Riders,PCA Stadium Mohali,Sam Curran,Harshit Rana,8,4,57,5,49,3,151
Kolkata Knight Riders,Gujarat Titans,Narendra Modi Stadium,Phil Salt,Mohammed Shami,19,1,152,7,46,0,201
Delhi Capitals,Mumbai Indians,M. Chinnaswamy Stadium,Mitchell Marsh,Jasprit Bumrah,19,5,136,10,32,0,148
Rajasthan Royals,Gujarat Titans,Arun Jaitley Stadium,Shimron Hetmyer,Mohit Sharma,19,1,184,6,41,0,189
Punjab Kings,Delhi Capitals,Rajiv Gandhi Intl. Cricket Stadium,Ashutosh Sharma,Anrich Nortje,8,1,60,2,28,2,180
Chennai Super Kings,Rajasthan Royals,Wankhede Stadium,MS Dhoni,Kuldeep Sen,12,3,101,5,57,0,177
Sunrisers Hyderabad,Kolkata Knight Riders,Eden Gardens,Rahul Tripathi,Sunil Narine,4,3,20,1,29,0,111
Punjab Kings,Delhi Capitals,M. Chinnaswamy Stadium,Rilee Rossouw,Ishant Sharma,2,3,24,0,61,1,250
Lucknow Super Giants,Mumbai Indians,Rajiv Gandhi Intl. Cricket Stadium,Devdutt Padikkal,Akash Madhwal,5,3,30,3,67,1,149
Royal Challengers Bangalore,Rajasthan Royals,M. Chinnaswamy Stadium,Will Jacks,Nandre Burger,16,6,121,6,36,0,138
Royal Challengers Bangalore,Chennai Super Kings,M. Chinnaswamy Stadium,Glenn Maxwell,Deepak Chahar,4,2,18,1,46,1,94
Punjab Kings,Sunrisers Hyderabad,Eden Gardens,Ashutosh Sharma,Washington Sundar,3,1,29,0,52,2,211
Delhi Capitals,Punjab Kings,Arun Jaitley Stadium,Rishabh Pant,Kagiso Rabada,18,2,164,4,35,0,192
Gujarat Titans,Chennai Super Kings,Wankhede Stadium,Kane Williamson,Deepak Chahar,6,4,35,5,38,1,117
Gujarat Titans,Kolkata Knight Riders,Rajiv Gandhi Intl. Cricket Stadium,Vijay Shankar,Varun Chakaravarthy,12,6,64,5,35,3,96
Delhi Capitals,Mumbai Indians,Eden Gardens,Prithvi Shaw,Gerald Coetzee,20,5,186,6,27,2,201
Gujarat Titans,Punjab Kings,Narendra Modi Stadium,Kane Williamson,Vidwath Kaverappa,1,1,0,1,53,0,1
Mumbai Indians,Chennai Super Kings,HPCA Stadium Dharamsala,Nehal Wadhera,Mustafizur Rahman,15,6,115,7,20,1,159
Kolkata Knight Riders,Lucknow Super Giants,Eden Gardens,Andre Russell,Amit Mishra,11,3,82,5,56,1,124
Delhi Capitals,Mumbai Indians,Arun Jaitley Stadium,Mitchell Marsh,Jasprit Bumrah,6,4,48,0,37,0,154
Rajasthan Royals,Royal Challengers Bangalore,Barsapara Stadium Guwahati,Riyan Parag,Karn Sharma,13,2,124,2,75,1,212
Punjab Kings,Rajasthan Royals,Sawai Mansingh Stadium,Prabhsimran Singh,Sandeep Sharma,8,6,64,3,48,1,162
Sunrisers Hyderabad,Lucknow Super Giants,Ekana Cricket Stadium,Glenn Phillips,Ravi Bishnoi,3,6,30,6,51,2,193
